"outcome_concept_id","pt"
35707661,"DENTAL PULP DISORDER"
37420519,"DISABILITY"
37521201,"TOOTH REPAIR"
35708564,"LIP SWELLING"
35606824,"CATARACT"
36718526,"CONVULSION"
35809062,"DROWNING"
36718098,"TRIGEMINAL NEURALGIA"
35809259,"Drug label confusion"
36718543,"ABNORMAL DREAMS"
36919042,"ANGER"
35708169,"BRUXISM"
36416606,"DEHYDRATION"
36918962,"DISSOCIATION"
35707869,"MELAENA"
36718175,"MEMORY IMPAIRMENT"
36919052,"MOOD SWINGS"
36516851,"MUSCLE TWITCHING"
35708202,"NAUSEA"
36918904,"PANIC ATTACK"
35707861,"RECTAL HAEMORRHAGE"
35406391,"TINNITUS"
36617372,"Morton's neuroma"
36314160,"BLOOD GLUCOSE INCREASED"
36918985,"HALLUCINATION, AUDITORY"
36316382,"BLOOD POTASSIUM INCREASED"
37622449,"HYPOTENSION"
35204935,"Foetal heart rate deceleration"
36617251,"Chemodectoma"
35708092,"Proctocolitis"
36009738,"DRUG HYPERSENSITIVITY"
35809054,"PYREXIA"
37320212,"RASH"
36312077,"BLOOD PRESSURE INCREASED"
35809082,"CHILLS"
36617219,"METASTASES TO CENTRAL NERVOUS SYSTEM"
36617224,"METASTASES TO LUNG"
36617836,"NON-SMALL CELL LUNG CANCER"
43053787,"Pericolic abscess"
36312538,"BLOOD CREATINE PHOSPHOKINASE INCREASED"
36312531,"BLOOD CREATINE PHOSPHOKINASE MB INCREASED"
36110888,"EPSTEIN-BARR VIRUS INFECTION"
36313573,"GAMMA-GLUTAMYLTRANSFERASE INCREASED"
35104812,"SPLENOMEGALY"
36313477,"WHITE BLOOD CELL COUNT INCREASED"
36314622,"CYTOMEGALOVIRUS TEST POSITIVE"
36009736,"DERMATITIS EXFOLIATIVE"
35909613,"HEPATITIS"
35909594,"HEPATOMEGALY"
37320215,"RASH MACULO-PAPULAR"
36009759,"ANAPHYLACTOID REACTION"
37622453,"AORTIC THROMBOSIS"
36110630,"BACTERAEMIA"
36516761,"BONE PAIN"
35909518,"HEPATIC FAILURE"
35909557,"HEPATIC INFARCTION"
35909509,"HYPERAMMONAEMIA"
35809050,"HYPERPYREXIA"
36416595,"HYPOKALAEMIA"
36416574,"HYPOPHOSPHATAEMIA"
35808914,"INFUSION RELATED REACTION"
37219834,"LUNG INFILTRATION"
36313176,"PLATELET COUNT DECREASED"
37219863,"PLEURAL EFFUSION"
37622446,"SHOCK"
35104796,"SPLENIC INFARCTION"
36110410,"ZYGOMYCOSIS"
37320338,"LIVEDO RETICULARIS"
35809155,"PALLOR"
35204948,"TACHYCARDIA"
36315575,"BLOOD CREATININE INCREASED"
36315580,"BLOOD UREA INCREASED"
35809220,"FACE OEDEMA"
36718510,"GRAND MAL CONVULSION"
35909471,"HEPATITIS CHOLESTATIC"
42889647,"TOXICITY TO VARIOUS AGENTS"
35708242,"INTESTINAL OBSTRUCTION"
36516781,"ARTHROPATHY"
36110584,"BRONCHITIS"
35708417,"COLON CANCER"
35104461,"LYMPHOMA"
37219945,"RESPIRATORY DISORDER"
36110708,"SINUSITIS"
36110715,"UPPER RESPIRATORY TRACT INFECTION"
36315381,"WEIGHT INCREASED"
35809370,"DRUG WITHDRAWAL SYNDROME NEONATAL"
37219871,"PULMONARY EMBOLISM"
37219905,"HYPOXIA"
37219831,"INTERSTITIAL LUNG DISEASE"
37219919,"PLEURITIC PAIN"
35104863,"NEUTROPHILIA"
36718132,"HEADACHE"
36516957,"MUSCULOSKELETAL PAIN"
35809242,"NON-CARDIAC CHEST PAIN"
35205236,"OEDEMA PERIPHERAL"
37219909,"PRODUCTIVE COUGH"
35204953,"ATRIAL FIBRILLATION"
35205243,"CARDIAC FAILURE CONGESTIVE"
37520741,"HEART TRANSPLANT"
35506790,"HYPERTHYROIDISM"
35708606,"ODYNOPHAGIA"
36313801,"BLOOD IMMUNOGLOBULIN G"
35607096,"EYELID OEDEMA"
36617702,"PROSTATE CANCER"
36009783,"URTICARIA"
36313032,"FIBRIN D DIMER INCREASED"
37019321,"RENAL IMPAIRMENT"
35809252,"TENDERNESS"
36110112,"ENTEROBACTER SEPSIS"
35205232,"FLUID OVERLOAD"
36110150,"KLEBSIELLA SEPSIS"
37622433,"PERIPHERAL ISCHAEMIA"
36110201,"PSEUDOMONAS INFECTION"
36110234,"STAPHYLOCOCCAL SEPSIS"
36718578,"LUMBAR RADICULOPATHY"
36516876,"MUSCULAR WEAKNESS"
36211181,"NEUROTOXICITY"
36718265,"TREMOR"
36718500,"NEUROPATHY PERIPHERAL"
36516988,"GROIN PAIN"
36718261,"ESSENTIAL TREMOR"
35909612,"HEPATIC STEATOSIS"
36718595,"RADICULOPATHY"
36718179,"COGNITIVE DISORDER"
36313622,"Anti-SS-A antibody positive"
35306234,"TRACHEO-OESOPHAGEAL FISTULA"
35809336,"IDIOSYNCRATIC DRUG REACTION"
36313550,"BLOOD BILIRUBIN INCREASED"
36316343,"BLOOD CALCIUM DECREASED"
36316349,"BLOOD CHLORIDE INCREASED"
35205185,"CHEST PAIN"
36211462,"DRUG DOSE OMISSION"
35809079,"MALAISE"
35606974,"OCULAR ICTERUS"
35104271,"SICKLE CELL ANAEMIA WITH CRISIS"
43054181,"Soft tissue cancer"
36718301,"CONFUSIONAL STATE"
36314519,"CULTURE URINE POSITIVE"
36110122,"ESCHERICHIA BACTERAEMIA"
35305505,"HEREDITARY ANGIOEDEMA"
37522259,"SELF-MEDICATION"
36718288,"COMA"
36718220,"DYSTONIA"
36718371,"UNRESPONSIVE TO STIMULI"
36009895,"GRAFT VERSUS HOST DISEASE"
36718347,"AGITATION"
36516817,"JOINT STIFFNESS"
36718211,"MOVEMENT DISORDER"
35707651,"TOOTH FRACTURE"
36718520,"SIMPLE PARTIAL SEIZURES"
36718512,"COMPLEX PARTIAL SEIZURES"
36316184,"DRUG LEVEL DECREASED"
35708154,"ABDOMINAL PAIN"
36718352,"CLONUS"
35707907,"GASTROENTERITIS"
36718458,"SEROTONIN SYNDROME"
36211589,"Ectopic pregnancy with intrauterine device"
35707864,"GASTROINTESTINAL HAEMORRHAGE"
35708536,"ADENOCARCINOMA PANCREAS"
35909645,"BILE DUCT CANCER"
35909432,"BILIARY DILATATION"
35909418,"CHOLANGITIS"
35909624,"HEPATOCELLULAR INJURY"
37019456,"NEPHROLITHIASIS"
36312331,"BLOOD PROLACTIN INCREASED"
35506663,"GALACTORRHOEA"
36919050,"MOOD ALTERED"
36516973,"MUSCULOSKELETAL STIFFNESS"
36718370,"TIC"
35104179,"LEUKOCYTOCLASTIC VASCULITIS"
36313661,"ANTINUCLEAR ANTIBODY POSITIVE"
35909605,"AUTOIMMUNE HEPATITIS"
37622542,"BLEEDING VARICOSE VEIN"
36311779,"CARDIAC MURMUR"
35205315,"CARDIOMEGALY"
37622518,"HAEMORRHAGE"
35909527,"HEPATIC CIRRHOSIS"
35909528,"HEPATIC FIBROSIS"
35205325,"LEFT VENTRICULAR HYPERTROPHY"
36516840,"MUSCLE ATROPHY"
35909564,"PORTAL HYPERTENSION"
36311841,"PULMONARY ARTERIAL WEDGE PRESSURE INCREASED"
37219868,"PULMONARY HYPERTENSION"
37219849,"RESTRICTIVE PULMONARY DISEASE"
37320345,"TELANGIECTASIA"
36312110,"VASCULAR RESISTANCE SYSTEMIC INCREASED"
37622465,"DEEP VEIN THROMBOSIS"
37521497,"Cerebral oedema management"
37119476,"BREAST MASS"
36416634,"HYPERCHOLESTEROLAEMIA"
35104174,"HYPERCOAGULATION"
37320254,"SKIN ULCER"
36211269,"TENDONITIS"
36617553,"UTERINE LEIOMYOMA"
36918944,"DYSTHYMIC DISORDER"
36009700,"ASTHMA"
35205319,"DILATATION VENTRICULAR"
35708139,"DYSPEPSIA"
36718422,"DYSPHONIA"
35205164,"CORONARY ARTERY DISEASE"
36311930,"ELECTROCARDIOGRAM ST SEGMENT ELEVATION"
36718205,"HYPERKINESIA"
36009711,"HYPERSENSITIVITY"
37622521,"HYPERTENSIVE CRISIS"
37219897,"RESPIRATORY DISTRESS"
35205197,"STRESS CARDIOMYOPATHY"
36312553,"TROPONIN INCREASED"
36918877,"Fear of needles"
36211475,"WRONG TECHNIQUE IN DRUG USAGE PROCESS"
36718350,"APPARENT LIFE THREATENING EVENT"
36211609,"Pharyngeal anastomotic leak"
35808918,"INFUSION SITE CELLULITIS"
36009724,"STEVENS-JOHNSON SYNDROME"
35606995,"CONJUNCTIVAL HAEMORRHAGE"
35708584,"MOUTH HAEMORRHAGE"
35104181,"PURPURA"
35205382,"Benign pericardium neoplasm"
36315274,"BREATH SOUNDS ABNORMAL"
36311982,"HEART RATE DECREASED"
35104856,"LEUKOCYTOSIS"
36110748,"ATYPICAL MYCOBACTERIAL INFECTION"
36312073,"BLOOD PRESSURE DIASTOLIC DECREASED"
35506609,"DIABETES MELLITUS"
36110561,"OPPORTUNISTIC INFECTION"
36416501,"RESPIRATORY FAILURE"
36316371,"BLOOD MAGNESIUM DECREASED"
36314255,"BRAIN NATRIURETIC PEPTIDE INCREASED"
35205324,"LEFT VENTRICULAR DYSFUNCTION"
35205189,"MYOCARDIAL INFARCTION"
35204977,"TORSADE DE POINTES"
36312550,"TROPONIN I INCREASED"
35809137,"INDURATION"
36009723,"SKIN REACTION"
36718001,"CEREBRAL INFARCTION"
36009823,"SYSTEMIC LUPUS ERYTHEMATOSUS"
35104842,"Gleich's syndrome"
37320213,"RASH GENERALISED"
35104179,"Leukocytoclastic vasculitis"
37622387,"AORTIC DISSECTION RUPTURE"
36110682,"SKIN INFECTION"
36110227,"STAPHYLOCOCCAL BACTERAEMIA"
37019396,"DYSURIA"
37019410,"URINARY RETENTION"
35809076,"FATIGUE"
35809403,"PERFORATED ULCER"
37522270,"SURGERY"
36918861,"STRESS"
36313585,"HEPATIC ENZYME INCREASED"
36110605,"Epididymal infection"
37622529,"HYPERTENSION"
36416482,"KETOACIDOSIS"
36416484,"KUSSMAUL RESPIRATION"
36818829,"LIVE BIRTH"
35204960,"SINUS TACHYCARDIA"
37522220,"OFF LABEL USE"
36718197,"BRADYKINESIA"
37320141,"DERMATITIS"
36009737,"DRUG ERUPTION"
35809342,"NO THERAPEUTIC RESPONSE"
37320214,"RASH MACULAR"
37320199,"RASH PRURITIC"
36718320,"SEDATION"
37320333,"SKIN OEDEMA"
36009901,"TRANSPLANT REJECTION"
36110938,"Meningitis mumps"
35708210,"Vomiting neonatal"
37019462,"CALCULUS URINARY"
37019263,"CYSTITIS NONINFECTIVE"
42889232,"Graft versus host disease in intestine"
43053889,"Pneumonia pseudomonas aeruginosa"
35708250,"Colonic stenosis"
35708100,"CONSTIPATION"
35708123,"DEFAECATION URGENCY"
35708124,"FREQUENT BOWEL MOVEMENTS"
35707866,"HAEMATOCHEZIA"
37320120,"SKIN DISCOLOURATION"
36718418,"DYSARTHRIA"
36919129,"INTENTIONAL DRUG MISUSE"
35809142,"LOCAL SWELLING"
35708750,"SWOLLEN TONGUE"
36311929,"ELECTROCARDIOGRAM ST SEGMENT DEPRESSION"
36416563,"HYPOCALCAEMIA"
36416568,"HYPOMAGNESAEMIA"
36718149,"BENIGN INTRACRANIAL HYPERTENSION"
35607130,"OCULAR HYPERAEMIA"
35607010,"OPTIC DISC HAEMORRHAGE"
35607142,"OPTIC NEURITIS"
36717974,"BASAL GANGLIA HAEMORRHAGE"
36717998,"CEREBRAL HAEMORRHAGE"
35909558,"HEPATIC ISCHAEMIA"
35707552,"ANAL FISSURE"
36313128,"ANTI-ERYTHROPOIETIN ANTIBODY POSITIVE"
35104100,"APLASIA PURE RED CELL"
36316167,"CARDIOACTIVE DRUG LEVEL INCREASED"
36110716,"CYSTITIS"
35708285,"GASTRITIS EROSIVE"
37219889,"HYPOPNOEA"
35205257,"LEFT VENTRICULAR FAILURE"
36313857,"NEUTRALISING ANTIBODIES POSITIVE"
35205268,"RIGHT VENTRICULAR FAILURE"
36110529,"VAGINAL ABSCESS"
37622545,"VARICOSE VEIN"
36211762,"Renal graft loss"
35707749,"ABDOMINAL COMPARTMENT SYNDROME"
37219850,"ACUTE RESPIRATORY DISTRESS SYNDROME"
35204954,"ATRIAL FLUTTER"
36110015,"BACTERIAL INFECTION"
35707990,"CLOSTRIDIUM COLITIS"
35708278,"GASTRIC ULCER"
37622486,"HAEMODYNAMIC INSTABILITY"
35205233,"HEPATIC CONGESTION"
35909508,"HEPATIC FUNCTION ABNORMAL"
42889944,"INFLUENZA VIRUS TEST POSITIVE"
36110148,"KLEBSIELLA BACTERAEMIA"
36416485,"LACTIC ACIDOSIS"
36919118,"MENTAL STATUS CHANGES"
35809148,"MULTI-ORGAN FAILURE"
36110649,"SEPTIC SHOCK"
35204963,"SUPRAVENTRICULAR TACHYCARDIA"
35708372,"STEATORRHOEA"
35809109,"ADHESION"
37178942,"Alveolar bone defect"
36316060,"Biopsy vocal cord abnormal"
36416593,"HYPERKALAEMIA"
35607441,"BLINDNESS"
36617920,"MALIGNANT MELANOMA"
36617300,"NEOPLASM MALIGNANT"
36718338,"NERVOUS SYSTEM DISORDER"
35607340,"OPTIC ATROPHY"
36617934,"BASAL CELL CARCINOMA"
36313957,"BLOOD TEST ABNORMAL"
35104378,"CHRONIC MYELOID LEUKAEMIA"
36718163,"DEMENTIA"
36617877,"LUNG NEOPLASM"
35205259,"PULMONARY OEDEMA"
35809005,"INJECTION SITE PAIN"
36617459,"BLADDER CANCER"
36919098,"ABNORMAL BEHAVIOUR"
35204965,"ACCELERATED IDIOVENTRICULAR RHYTHM"
42888981,"ATRIOVENTRICULAR DISSOCIATION"
36316209,"BLOOD ALCOHOL INCREASED"
36316381,"BLOOD POTASSIUM DECREASED"
36718354,"DISORIENTATION"
36211492,"INTENTIONAL OVERDOSE"
35607056,"Keratitis herpetic"
35809297,"Incorrect storage of drug"
36718059,"Wallenberg syndrome"
36110552,"INFECTION"
36416532,"MALNUTRITION"
36312070,"BLOOD PRESSURE DECREASED"
35607478,"PHOTOPSIA"
35204902,"ATRIOVENTRICULAR BLOCK"
35205342,"RIGHT VENTRICULAR HYPERTROPHY"
36211491,"ACCIDENTAL OVERDOSE"
37219804,"CHRONIC OBSTRUCTIVE PULMONARY DISEASE"
35707700,"DIVERTICULITIS"
35607108,"EYE ALLERGY"
36516904,"INTERVERTEBRAL DISC DEGENERATION"
37019449,"NOCTURIA"
36416550,"OSTEOPENIA"
36211311,"ROAD TRAFFIC ACCIDENT"
36617353,"SPINAL MENINGEAL CYST"
36110736,"URINARY TRACT INFECTION"
36110347,"SYSTEMIC CANDIDA"
35104689,"Idiopathic thrombocytopenic purpura"
35909513,"ACUTE HEPATIC FAILURE"
35205318,"DILATATION ATRIAL"
36718119,"ENCEPHALOPATHY"
35205322,"LEFT ATRIAL DILATATION"
42890606,"Orthopaedic examination"
36918984,"HALLUCINATION"
36919207,"NIGHTMARE"
37119501,"CERVICAL DYSPLASIA"
37219872,"PULMONARY INFARCTION"
36211088,"JOINT INJURY"
36009735,"DERMATITIS CONTACT"
36110039,"FOLLICULITIS"
35708603,"PHARYNGITIS"
36516757,"SPINAL DISORDER"
36110435,"TINEA INFECTION"
36717996,"CEREBRAL ARTERY THROMBOSIS"
36718062,"SUPERIOR SAGITTAL SINUS THROMBOSIS"
35909437,"DILATATION INTRAHEPATIC DUCT ACQUIRED"
35909625,"HEPATOTOXICITY"
35909571,"VENOOCCLUSIVE LIVER DISEASE"
36718312,"ALTERED STATE OF CONSCIOUSNESS"
35808857,"CATHETER SITE PAIN"
36918937,"DELIRIUM"
36211542,"DEVICE BREAKAGE"
36211099,"FEMUR FRACTURE"
36416547,"LOW TURNOVER OSTEOPATHY"
36313985,"BLOOD CHOLESTEROL INCREASED"
35205040,"DYSPNOEA EXERTIONAL"
35104853,"INFECTIOUS MONONUCLEOSIS"
36313969,"LABORATORY TEST INTERFERENCE"
36313074,"PROTEIN C DECREASED"
36009773,"RHINITIS ALLERGIC"
37622417,"VENOUS INSUFFICIENCY"
36211262,"MUSCLE RUPTURE"
37622460,"THROMBOSIS"
37019425,"HAEMATURIA"
37119544,"MENSTRUAL DISORDER"
37622480,"VENA CAVA THROMBOSIS"
35406349,"OTITIS EXTERNA"
35406429,"OTITIS MEDIA"
35909493,"HEPATIC MASS"
35707852,"MALLORY-WEISS SYNDROME"
42890032,"CHLAMYDIA TEST POSITIVE"
35707878,"ANOGENITAL WARTS"
36718005,"CEREBROVASCULAR ACCIDENT"
36416638,"HYPERLIPIDAEMIA"
37119548,"MENORRHAGIA"
36110951,"PAPILLOMA VIRAL INFECTION"
36110533,"VULVOVAGINITIS"
36110078,"VAGINITIS BACTERIAL"
36718171,"AMNESIA"
36211385,"CONTUSION"
35808980,"INJECTION SITE HAEMATOMA"
36718112,"MULTIPLE SCLEROSIS RELAPSE"
35606965,"EYE SWELLING"
37220008,"NASAL CONGESTION"
35104684,"Autoimmune thrombocytopenia"
35808878,"Implant site effusion"
35809298,"Medication residue"
36211272,"NERVE COMPRESSION"
35104474,"B-CELL SMALL LYMPHOCYTIC LYMPHOMA"
36718315,"DEPRESSED LEVEL OF CONSCIOUSNESS"
37019450,"POLYURIA"
36718212,"POSTURING"
37119619,"PROSTATOMEGALY"
42890455,"RAPID CORRECTION OF HYPONATRAEMIA"
36315380,"WEIGHT DECREASED"
37521621,"FORCEPS DELIVERY"
36110557,"NEONATAL INFECTION"
36516942,"PELVIC DEFORMITY"
35809181,"INFLAMMATION"
35708226,"SMALL INTESTINAL OBSTRUCTION"
36718530,"EPILEPSY"
35708179,"INCONTINENCE"
36516867,"MUSCLE RIGIDITY"
35104125,"PETECHIAE"
36919149,"PSYCHOTIC DISORDER"
36110821,"Cervicitis trichomonal"
35708141,"ERUCTATION"
35708153,"FLATULENCE"
35104887,"NEUTROPENIC SEPSIS"
37521233,"Oral cavity neoplasm surgery"
37019310,"RENAL MASS"
35506503,"DIABETIC FOOT"
37320122,"SKIN DISORDER"
36009917,"VASCULITIC RASH"
36718199,"DYSKINESIA"
37420362,"ECONOMIC PROBLEM"
35607263,"EXCESSIVE EYE BLINKING"
36718201,"EXTRAPYRAMIDAL DISORDER"
37420427,"FAMILY STRESS"
37420530,"IMPAIRED WORK ABILITY"
36718218,"TARDIVE DYSKINESIA"
35809170,"UNEVALUABLE EVENT"
37521163,"HAEMODIALYSIS"
36313240,"HAEMOGLOBIN DECREASED"
36313276,"RED BLOOD CELL COUNT DECREASED"
36211097,"ANKLE FRACTURE"
36110978,"PROGRESSIVE MULTIFOCAL LEUKOENCEPHALOPATHY"
35708249,"Colonic obstruction"
36718193,"AKATHISIA"
35808818,"APPLICATION SITE PAPULES"
36211457,"BURNS SECOND DEGREE"
35406368,"HEARING IMPAIRED"
37522280,"Therapy regimen changed"
35506636,"HYPOGLYCAEMIA"
36315560,"Urine electrophoresis abnormal"
35809295,"Drug name confusion"
35104364,"CHRONIC LYMPHOCYTIC LEUKAEMIA"
37219907,"COUGH"
35104877,"FEBRILE NEUTROPENIA"
36313402,"MONOCYTE COUNT DECREASED"
35104113,"PANCYTOPENIA"
36110570,"RESPIRATORY TRACT INFECTION"
36313476,"WHITE BLOOD CELL COUNT DECREASED"
37320167,"EXFOLIATIVE RASH"
36110697,"NASOPHARYNGITIS"
36316391,"BLOOD SODIUM DECREASED"
35707991,"CLOSTRIDIUM DIFFICILE COLITIS"
35104084,"CONJUNCTIVAL PALLOR"
36416695,"GOUT"
35104306,"JAUNDICE"
35809199,"MUCOSAL DRYNESS"
35708010,"PSEUDOMEMBRANOUS COLITIS"
36718190,"CHOREA"
36110541,"EMPYEMA"
35708151,"ABDOMINAL DISTENSION"
35708119,"GASTROINTESTINAL MOTILITY DISORDER"
36316145,"ANTIDEPRESSANT DRUG LEVEL ABOVE THERAPEUTIC"
36315272,"BODY TEMPERATURE INCREASED"
36718191,"CHOREOATHETOSIS"
36315591,"CREATINE URINE INCREASED"
36311936,"ELECTROCARDIOGRAM T WAVE ABNORMAL"
36311940,"ELECTROCARDIOGRAM T WAVE INVERSION"
36718269,"EXTENSOR PLANTAR RESPONSE"
35607305,"MIOSIS"
35708748,"PROTRUSION TONGUE"
36919077,"SOCIAL AVOIDANT BEHAVIOUR"
35708454,"Small intestine leiomyosarcoma"
35205230,"ASCITES"
36315471,"BLOOD ALBUMIN DECREASED"
36313050,"INTERNATIONAL NORMALISED RATIO INCREASED"
37019393,"BLADDER PAIN"
37019443,"URINE ABNORMALITY"
35305470,"CYTOGENETIC ABNORMALITY"
36211197,"MATERNAL DRUGS AFFECTING FOETUS"
36818771,"UMBILICAL CORD ABNORMALITY"
35809120,"DISEASE PROGRESSION"
35305853,"MUCOPOLYSACCHARIDOSIS I"
36211461,"DRUG ADMINISTRATION ERROR"
36211466,"INCORRECT DRUG ADMINISTRATION DURATION"
36718256,"PARKINSON'S DISEASE"
36110583,"BRONCHIECTASIS"
37219911,"SPUTUM DISCOLOURED"
35708156,"ABDOMINAL PAIN UPPER"
36314855,"BONE DENSITY ABNORMAL"
35606956,"BALINT'S SYNDROME"
36718044,"CEREBRAL VASOCONSTRICTION"
36316392,"BLOOD SODIUM INCREASED"
35205240,"CARDIAC FAILURE"
36009764,"LARYNGEAL OEDEMA"
37220007,"STRIDOR"
35808924,"INFUSION SITE ERYTHEMA"
35808952,"INFUSION SITE SWELLING"
35909511,"HYPOALBUMINAEMIA"
36009951,"IMMUNODEFICIENCY"
35104749,"LYMPHANGIECTASIA"
35708369,"MALABSORPTION"
35707783,"PROTEIN-LOSING GASTROENTEROPATHY"
36313968,"LABORATORY TEST ABNORMAL"
36009755,"TOXIC SKIN ERUPTION"
35204904,"ATRIOVENTRICULAR BLOCK FIRST DEGREE"
36718003,"CEREBRAL ISCHAEMIA"
36918990,"HALLUCINATION, VISUAL"
35607150,"PERIORBITAL OEDEMA"
35204959,"SINUS BRADYCARDIA"
37521342,"CHOLECYSTECTOMY"
35809083,"FEELING ABNORMAL"
36718563,"HYPERSOMNIA"
35809151,"NIGHT SWEATS"
36312670,"PUS IN STOOL"
35406310,"EAR INFECTION"
36919209,"SLEEP DISORDER"
35406392,"VERTIGO"
35506597,"PREMATURE MENOPAUSE"
36316366,"BLOOD IRON DECREASED"
35708070,"GASTROINTESTINAL INFLAMMATION"
35708147,"FAECES DISCOLOURED"
36313605,"TRANSAMINASES INCREASED"
35204913,"CONDUCTION DISORDER"
36918949,"DEPRESSED MOOD"
35707675,"GINGIVAL DISORDER"
37019273,"URINARY TRACT DISORDER"
36314365,"VITAMIN D DECREASED"
36110909,"Encephalitis herpes"
36211268,"TENDON RUPTURE"
36314157,"BLOOD GLUCOSE DECREASED"
35607483,"VISION BLURRED"
36718016,"ISCHAEMIC STROKE"
35707713,"PANCREATITIS"
35808794,"APPLICATION SITE DISCHARGE"
35808826,"APPLICATION SITE SCAB"
36718329,"CEREBRAL DISORDER"
35707714,"PANCREATITIS ACUTE"
37622498,"Vein pain"
35707930,"GASTROENTERITIS VIRAL"
35808942,"INFUSION SITE PAIN"
35506682,"PITUITARY TUMOUR BENIGN"
35708349,"Mesenteric occlusion"
35708164,"ABDOMINAL DISCOMFORT"
36516850,"MUSCLE TIGHTNESS"
35809304,"PRODUCT QUALITY ISSUE"
35708609,"THROAT IRRITATION"
35205182,"ANGINA UNSTABLE"
36718401,"NEURALGIA"
