indication,indication_concept_id
RHESUS ANTIBODIES POSITIVE,36312878
CRYOTHERAPY,37522136
MALIGNANT NEOPLASM OF LACRIMAL GLAND,35607256
BLOOD HIV RNA INCREASED,36314606
ATYPICAL ATTENTION DEFICIT SYNDROME,36918919
IMPLANTABLE DEFIBRILLATOR REPLACEMENT,37520725
VITAMIN K,36314370
RADIAL HEAD DISLOCATION,43562823
BACTERIAL ABDOMINAL INFECTION,788704
ENDOSCOPY SMALL INTESTINE,36312715
AORTO-DUODENAL FISTULA,35707795
RADIOTHERAPY TO BREAST,37520703
PSYCHOSIS POSTOPERATIVE,36211642
"DEMENTIA OF THE ALZHEIMER''S TYPE, WITH DELIRIUM",36718159
OPHTHALMIC SCAN,788153
EXPULSION OF MEDICATION,45885698
FORCED VITAL CAPACITY DECREASED,45885810
EXTRANODAL MARGINAL ZONE B-CELL LYMPHOMA (MALT TYPE) RECURRENT,35104498
VASCULAR PUNCTURE SITE SEALING,37522358
COMPOSITE VALVE GRAFT,37520738
MENINGOCELE REPAIR,37521526
NON-CIRRHOTIC PORTAL HYPERTENSION,788100
VIRAL MYELITIS,42889615
SYSTEMIC IMMUNE ACTIVATION,46276753
NECROTISING PANNICULITIS,36009715
PLASMA VISCOSITY ABNORMAL,36313147
NASAL CAVITY PACKING,37521287
TRICUSPID VALVE PROLAPSE,35205114
RETINAL DRUSEN,35635088
DRAIN REMOVAL,37522148
TRYPANOSOMIASIS,36110830
CARDIAC ELECTROPHYSIOLOGIC STUDY,36311786
BILE DUCT SQUAMOUS CELL CARCINOMA,43053866
REBOUND EFFECT,35809372
TONGUE CARCINOMA STAGE 0,35708504
CATARACT CONGENITAL,35305609
HERITABLE PULMONARY ARTERIAL HYPERTENSION,35328357
INSULIN-LIKE GROWTH FACTOR ABNORMAL,43010152
CARCINOMA EX-PLEOMORPHIC ADENOMA,788278
TRAUMATIC INTRACRANIAL HAEMATOMA,1200588
ISCHAEMIC ENTERITIS,43562913
HERPES SIMPLEX TEST POSITIVE,788764
BLOOD PRESSURE DIASTOLIC DECREASED,36312073
APNOEIC ATTACK,36718349
CONVULSIVE THRESHOLD LOWERED,36718528
REACTION TO EXCIPIENT,1198124
URINE ALBUMIN/CREATININE RATIO,36315624
GASTROINTESTINAL NEUROENDOCRINE CARCINOMA,42622396
SUTURE RELATED COMPLICATION,36211703
HYPOSIDERAEMIA,36416621
SOFT TISSUE SWELLING,46276766
BLOOD IMMUNOGLOBULIN G NORMAL,36313805
EYELID MYOCLONUS,45885395
AUTOIMMUNE ENDOCRINE DISORDER,1200523
ARTERIAL BYPASS OCCLUSION,788413
CYTOMEGALOVIRUS DUODENITIS,35707898
THYROID STEATOSIS,1200197
LIP DISCOLOURATION,35708616
CONFLUENT AND RETICULATE PAPILLOMATOSIS,42890364
LASSA FEVER,36110869
LIP AND/OR ORAL CAVITY CANCER STAGE IV,35708482
CENTRAL VENOUS PRESSURE,36311812
CERVICAL DILATATION,1198608
DISCHARGE,1200067
CITROBACTER TEST POSITIVE,42890033
GASTRITIS HERPES,35707905
BRIEF PSYCHOTIC DISORDER WITHOUT MARKED STRESSORS,36919135
BILIRUBIN EXCRETION DISORDER,35909507
OVARIAN THECA CELL TUMOUR,43054050
NAIL BED INFLAMMATION,37320291
DYSLALIA,36718419
CARBON DIOXIDE ABNORMAL,36314107
PAROXYSMAL SYMPATHETIC HYPERACTIVITY,788631
CHEMICAL BURN,36252345
DRUG INEFFECTIVE FOR UNAPPROVED INDICATION,35809328
AMEGAKARYOCYTIC THROMBOCYTOPENIA,46276677
JOB CHANGE,37420367
HEART VALVE EXPLANTATION,37520755
CONTRAST MEDIA DEPOSITION,1199626
TILT TABLE TEST,36311852
DRUG SPECIFIC ANTIBODY,1198773
URINARY TRACT INFECTION VIRAL,36111044
BRAIN COMPRESSION,36718150
URINE POTASSIUM,36315717
GENETIC POLYMORPHISM,42889423
TRICHODYSPLASIA SPINULOSA,42889510
UTERINE POLYPECTOMY,37521666
NEONATAL RESPIRATORY DISTRESS,36878141
BREVIBACTERIUM INFECTION,788589
BUTTOCK INJURY,788634
ABO HAEMOLYTIC DISEASE OF NEWBORN,35104294
HEREDITARY NEUROPATHY WITH LIABILITY TO PRESSURE PALSIES,42889083
BONE MARROW DONOR,42890518
COAGULATION FACTOR LEVEL NORMAL,36313017
BREECH PRESENTATION,36818660
LARYNGITIS BACTERIAL,36110046
PULMONARY ECHINOCOCCIASIS,36110442
POLYCYTHAEMIA NEONATORUM,43562717
COUGH VARIANT ASTHMA,36044996
GASTROSCHISIS,35305674
SENSORY LEVEL ABNORMAL,36315108
BIOPSY VULVA,36315906
IMPLANT SITE PRURITUS,35808902
LAZINESS,36919056
CYP2D6 POLYMORPHISM,42889419
NASAL MUCOSAL HYPERTROPHY,37220021
CALCIFICATION METASTATIC,36416558
PROCEDURAL INTESTINAL PERFORATION,43562914
CYTAPHERESIS,37521127
BRONCHITIS HAEMOPHILUS,36110136
OESOPHAGOBRONCHIAL FISTULA,35707813
PLASMA CELL LEUKAEMIA IN REMISSION,43053714
BLOOD PRESSURE DIASTOLIC,36312071
TUBERCULOSIS OF INTRATHORACIC LYMPH NODES,35104775
UTERINE SCAR,45885371
HYPERCATABOLISM,36416672
SCAR EXCISION,37521887
PERIPHERAL NERVE NEUROSTIMULATION,37521485
HER2 POSITIVE SALIVARY GLAND CANCER,35327823
NONINFECTIVE MYRINGITIS,1199291
BULBOSPINAL MUSCULAR ATROPHY CONGENITAL,35306100
DIAPHRAGMALGIA,37219927
ALPHA-1 ACID GLYCOPROTEIN ABNORMAL,36315433
FEAR-RELATED AVOIDANCE OF ACTIVITIES,1199829
TISSUE EXPANSION PROCEDURE,43562947
VIRAL PERICARDITIS,35205373
ECTOPIC HORMONE SECRETION,35506700
ARTERIAL ANEURYSM REPAIR,37522303
BRACHIOCEPHALIC VEIN THROMBOSIS,37689436
HYPOCOMPLEMENTAEMIA,35104205
PRIMARY HYPOPARATHYROIDISM,45886269
PSORIASIS AREA SEVERITY INDEX,1199308
METASTASES TO PERIPHERAL NERVOUS SYSTEM,36617230
MONOCLONAL ANTIBODY UNCONJUGATED THERAPY,37522029
ANTI-GAD ANTIBODY,36313617
MALIGNANT NEOPLASM OF PARAURETHRAL GLANDS,36617513
VECTOR-BORNE TRANSMISSION OF INFECTION,36109985
ANTIDIURETIC HORMONE ABNORMALITY,35506688
HUMAN CHORIONIC GONADOTROPIN DECREASED,42889754
FACIODIGITOGENITAL DYSPLASIA,35306002
CENTRAL NERVOUS SYSTEM ABSCESS,36110481
EPIPHYSES PREMATURE FUSION,35506572
GAMMA-GLUTAMYLTRANSFERASE,36313570
ADENOSINE DEAMINASE 2 DEFICIENCY,37179262
GLOBULIN,36315507
INTERFERON GAMMA RELEASE ASSAY POSITIVE,43053966
EYE COLOUR CHANGE,42889154
PREGNANCY WITH ADVANCED MATERNAL AGE,36818816
MULTIPAROUS,37420450
PIERRE ROBIN SYNDROME,35305902
PITUITARY INFARCTION,35506671
OPIATES POSITIVE,36316295
VAGINAL CELLULITIS,36110077
USHER'S SYNDROME,35305647
ANTIMICROBIAL SUSCEPTIBILITY TEST,36314484
ADMINISTRATION SITE RASH,42889324
APPLICATION SITE HYPERSENSITIVITY,35808806
APPLICATION SITE DERMATITIS,35808793
APPLICATION SITE PAPULES,35808818
APPLICATION SITE CELLULITIS,35808791
APPLICATION SITE URTICARIA,35808830
MEDICAL DEVICE SITE ANAESTHESIA,45885427
CEREBRAL HYPERPERFUSION SYNDROME,36211524
LIMB ASYMMETRY,42890546
CONGENITAL PANCREATIC ANOMALY,35305709
ATROPHIC THYROIDITIS,46276828
CHEMOTHERAPEUTIC DRUG LEVEL THERAPEUTIC,36316174
HIV INFECTION CDC GROUP IV,36009941
PROCALCITONIN INCREASED,36315527
GENITOURINARY TRACT GONOCOCCAL INFECTION,36110173
REBOUND PSYCHOSIS,45885957
DENTAL PROSTHESIS PLACEMENT,37521191
SPLENIC CANDIDIASIS,35104792
EXTERNAL EAR PAIN,35406339
CONGENITAL OESOPHAGEAL ANOMALY,35305697
ACTINOMYCOTIC PULMONARY INFECTION,36110000
PELVIC FLUID COLLECTION,35708652
LUMBOSACRAL PLEXOPATHY,45886072
MARGINAL ZONE LYMPHOMA RECURRENT,788327
PACEMAKER GENERATED RHYTHM,37520726
NEUTROPHIL TOXIC GRANULATION PRESENT,36313450
VASCULAR IMAGING,36312055
NASAL VALVE COLLAPSE,788754
NODULAR RASH,45886795
CEREBELLAR COGNITIVE AFFECTIVE SYNDROME,36718281
HAIR GROWTH RATE ABNORMAL,1197790
MOANING,36919049
PHILADELPHIA POSITIVE ACUTE LYMPHOCYTIC LEUKAEMIA,1199337
CARCINOID TUMOUR OF THE PROSTATE,35506716
DONOR SITE COMPLICATION,36211653
ENCHONDROMATOSIS,36517010
SKIN TEXTURE ABNORMAL,45885975
PARADOXICAL PRESSOR RESPONSE,37622532
CYTOMEGALOVIRUS PANCREATITIS,35707706
N-TERMINAL PROHORMONE BRAIN NATRIURETIC PEPTIDE INCREASED,42890003
APICECTOMY,37521182
MALIGNANT NEOPLASM OF SEMINAL VESICLE,36617713
ACTINOMYCES TEST POSITIVE,42890009
FUNDUS AUTOFLUORESCENCE,1199253
POOR FEEDING INFANT,45886008
FORCEPS DELIVERY,37521621
STASIS SYNDROME,35708371
CHEMICAL BURNS OF EYE,35607185
EXPOSURE TO LEAD,42889629
EXTRADURAL NEOPLASM,43054031
PULSE ABSENT,36311995
BLADDER CATHETER REMOVAL,37521748
BASAL CELL CARCINOMA METASTATIC,43011032
ENDOCARDITIS FIBROPLASTICA,35205224
THYROID CALCIFICATION,788591
DYSCALCULIA,36718302
TRAUMATIC HAEMATOMA,36211320
NEURITIS CRANIAL,36718074
LEYDIG CELL TUMOUR OF THE TESTIS,43054078
CUTANEOUS LYMPHOMA,1199131
ROSEOLOVIRUS TEST POSITIVE,42889969
POST-INJECTION DELIRIUM SEDATION SYNDROME,43053933
SERRATIA BACTERAEMIA,36110213
FLUID BALANCE NEGATIVE,45885553
HYPOCAPNIA,37219904
PLASMIN INHIBITOR,36313059
NECROTISING SOFT TISSUE INFECTION,46277190
BURNING SENSATION MUCOSAL,35809192
HIV VIRAEMIA,788761
CONGENITAL CYST,35305495
DIABETIC CARDIOMYOPATHY,35205278
URINARY BLADDER SUSPENSION,1197808
EXOCRINE PANCREATIC FUNCTION TEST ABNORMAL,36312643
NECK EXPLORATION,37521232
OCCUPATIONAL PROBLEM ENVIRONMENTAL,37420405
FALLOPIAN TUBE CANCER STAGE IV,36617594
POTASSIUM WASTING NEPHROPATHY,45886248
MEDICATION OVERUSE HEADACHE,42889478
CONGENITAL CENTRAL HYPOVENTILATION SYNDROME,35306049
ULTRASOUND UTERUS ABNORMAL,36315966
DANDY-WALKER SYNDROME,35306087
ADRENAL HAEMORRHAGE,35506475
CARDIAC DYSFUNCTION,1200394
DOUBLE URETER,35306175
GALACTOGRAPHY,36315927
ANTI-MYELIN-ASSOCIATED GLYCOPROTEIN ANTIBODIES POSITIVE,788561
TESTICULAR EMBRYONAL CARCINOMA STAGE I,36617730
BIOTINIDASE DEFICIENCY,42889044
DENTATORUBRAL-PALLIDOLUYSIAN ATROPHY,45885993
WRONG PRODUCT ADMINISTERED,1198880
SPINAL CORD INJURY LUMBAR,36211405
"FOLLICLE CENTRE LYMPHOMA, FOLLICULAR GRADE I, II, III STAGE II",35104515
CONGENITAL FOOT MALFORMATION,35305920
INJECTION SITE PLAQUE,43053811
PERFORATION,46276659
BLADDER PERFORATION,36211757
FLUOROSIS,36211168
DROWNING,35809062
LARYNX IRRITATION,37219996
BLOOD ZINC ABNORMAL,36316395
ATYPICAL FEMUR FRACTURE,42889622
BODY MASS INDEX ABNORMAL,45886451
ECTOPIC THYROID,42889003
HYPERAESTHESIA TEETH,1334584
RADIOLOGICALLY ISOLATED SYNDROME,1198681
CAREGIVER,37420415
DRUG EFFECT DELAYED,35809324
KEARNS-SAYRE SYNDROME,35205283
ANNULAR ELASTOLYTIC GIANT CELL GRANULOMA,788630
BLOOD CYANIDE INCREASED,36316362
ANTI-THYROID ANTIBODY,36312445
AUTOMATISM EPILEPTIC,36718511
ZIKA VIRUS INFECTION,788758
FISTULOTOMY,1198192
HIV INFECTION CDC GROUP IV SUBGROUP C1,36009931
STRABISMUS CONGENITAL,35305629
INJECTION SITE DISCOMFORT,35808971
INTESTINAL PSEUDO-OBSTRUCTION,35738120
ABSCESS OF EXTERNAL AUDITORY MEATUS,35406342
SKIN LAXITY,36568819
MICROCYTOSIS,35104710
SCAPULA FRACTURE,36211134
ANTERIOR SPINAL ARTERY SYNDROME,36718580
FRACTURED ISCHIUM,36211107
ANAMNESTIC REACTION,1199275
TRICUSPID VALVE STENOSIS,35205116
CARDIAC INDEX ABNORMAL,36311793
DIVERTICULUM OESOPHAGEAL,35707696
GENDER REASSIGNMENT THERAPY,1198958
VARICOSE VEIN RUPTURED,37622546
AUTOMATISM,36918913
SUTURE REMOVAL,37522274
VASCULAR TEST,36312112
CATARACT NUCLEAR,35606826
NEUROPATHIC MUSCULAR ATROPHY,45886069
VEIN OF GALEN ANEURYSMAL MALFORMATION,788470
NODAL OSTEOARTHRITIS,36516823
EOSINOPHILIC MYOCARDITIS,35104833
GOOD SYNDROME,1198731
LENS DISLOCATION,35606908
MISSED LABOUR,36818676
EXTRACORPOREAL SHOCK WAVE THERAPY,37522166
DOLICHOCOLON,35305685
POSTOPERATIVE RESPIRATORY FAILURE,42889674
INTRACRANIAL HAEMATOMA,36718012
PHOTODYNAMIC DIAGNOSTIC PROCEDURE,42889850
GONADOTROPHIN RELEASING HORMONE DEFICIENCY,43053768
CENTRAL VENOUS CATHETER REMOVAL,37522363
CEREBRAL CANDIDIASIS,788170
PROTHROMBIN TIME RATIO INCREASED,36313095
HODGKIN'S DISEASE MIXED CELLULARITY STAGE I SITE UNSPECIFIED,35104437
TRANSFUSION-RELATED ACUTE LUNG INJURY,36211756
VASCULAR FRAGILITY,37622495
MELANOSIS,37320231
TRANSAMINASES,36313602
PALISADED NEUTROPHILIC GRANULOMATOUS DERMATITIS,36045723
PULMONARY TUMOUR THROMBOTIC MICROANGIOPATHY,1199775
LEUKAEMIA IN REMISSION,35104325
FACTOR XA ACTIVITY NORMAL,788722
HEPATIC ADENOMA,35909643
MESENTERIC VENOUS OCCLUSION,35739563
INFUSION SITE INDURATION,35808932
PERICARDIAL NEOPLASM,35205392
ARTHRITIS VIRAL,36111014
BLOOD ELECTROLYTES NORMAL,36316452
ORAL SUBMUCOSAL FIBROSIS,35708573
PERIORBITAL SWELLING,35633445
SUPERIOR MESENTERIC ARTERY SYNDROME,35708228
CYTOMEGALOVIRUS IMMUNISATION,42890404
GASTROINTESTINAL DISORDER CONGENITAL,35305672
DRUG SPECIFIC ANTIBODY ABSENT,36316188
INJECTION SITE CELLULITIS,35808965
ORAL NEOPLASM BENIGN,35707617
VENTRICULAR DRAINAGE,37521518
PROTHROMBIN TIME RATIO,36313092
T-CELL LYMPHOMA STAGE I,35104593
IRON BINDING CAPACITY TOTAL ABNORMAL,36316407
DEPENDENCE ON RESPIRATOR,37219940
VASCULAR ACCESS SITE INFLAMMATION,788370
DEVICE INAPPROPRIATE SHOCK DELIVERY,45886009
APPLICATION SITE ACNE,43053797
EPSTEIN-BARR VIRUS TEST,36314633
PRODUCT PREPARATION ERROR,46276711
AORTITIS SALMONELLA,45885707
DIFFUSE AXONAL INJURY,36211217
RESPIRATORY ALKALOSIS,36416503
PERITONEAL CYST,35708656
LDL/HDL RATIO INCREASED,36314000
DOUBLE HIT LYMPHOMA,1200079
POST EMBOLISATION SYNDROME,35809186
MICROSATELLITE INSTABILITY CANCER,1199763
ERYTHROID MATURATION ARREST,35104108
GLUTATHIONE SYNTHETASE DEFICIENCY,1200393
MOUTH CYST,35707615
EAR CANAL ERYTHEMA,35406305
BRONCHITIS FUNGAL,36110364
VASCULAR INJURY,36211208
URAEMIC GASTROPATHY,35707787
IDH DIFFERENTIATION SYNDROME,1199571
BEZOLD-JARISCH REFLEX,46276769
NERVE ROOT INJURY LUMBAR,36211276
ANTI-COMPLEMENT ANTIBODY,42889837
OROPHARYNGEAL LYMPHOEPITHELIOMA,43053831
MUSCLE RELAXANT DRUG LEVEL,36316196
MALIGNANT NEOPLASM OF PLACENTA,36617597
PULMONARY MUCORMYCOSIS,788950
PLASMA CELL MYELOMA REFRACTORY,1334619
"BLOOD 1,25-DIHYDROXYCHOLECALCIFEROL DECREASED",36314314
CHROMOSOME BANDING ABNORMAL,36312124
ANTERIOR CHAMBER CLEAVAGE SYNDROME,35305577
NEUROLOGICAL EXAMINATION ABNORMAL,36315324
ESCHAROTOMY,37521867
PHYSICAL DECONDITIONING,35842689
VASCULAR GRAFT STENOSIS,788241
ERYTHROKERATODERMIA VARIABILIS,35306279
POST PROCEDURAL HYPOPARATHYROIDISM,1200444
MESENTERIC TRACTION SYNDROME,42889586
BLADDER CYST,36617443
PLATELET ADHESIVENESS ABNORMAL,36313165
FOOD AVERSION,36919016
OESOPHAGITIS CHEMICAL,35708084
CYTOMEGALOVIRUS MYOCARDITIS,35205290
SKIN LESION REMOVAL,1200243
MECONIUM PLUG SYNDROME,35708224
LIVER FUNCTION TEST DECREASED,788388
ISCHAEMIC SKIN ULCER,789124
BLOOD GONADOTROPHIN RELEASING HORMONE,43053948
OLIGOASTHENOTERATOZOOSPERMIA,1199495
INFECTIVE TENOSYNOVITIS,36110622
EXPOSURE VIA TRANSPLANT,1199652
BURNS FOURTH DEGREE,36211456
BASILAR ARTERY ANEURYSM,788354
SUBDURAL HAEMATOMA EVACUATION,37521516
INJECTION SITE HYPERSENSITIVITY,35808982
MUIR-TORRE SYNDROME,35305694
VITAMIN K INCREASED,36314372
DELUSION OF PARASITOSIS,36979107
GESTATIONAL AGE TEST,42889792
OCCUPATIONAL EXPOSURE TO AIR CONTAMINANTS,37420396
URAEMIC ACIDOSIS,36416489
PENIS INJURY,36211359
EGFR GENE OVEREXPRESSION,42889422
BLOOD CHROMOGRANIN A INCREASED,36315482
PERIPHERAL PARALYSIS,36718240
H3N2 INFLUENZA,1200168
COVID-19,43010812
NEUROMUSCULAR TOXICITY,36211180
SMALL INTESTINE POLYP,43053795
TYPE 1 LEPRA REACTION,42889341
OEDEMATOUS KIDNEY,43054034
TONGUE MOVEMENT DISTURBANCE,35741941
GASTROPARESIS POSTOPERATIVE,35708107
CARCINOID TUMOUR OF THE LIVER,1200711
SELF-DESTRUCTIVE BEHAVIOUR,35327864
ALCOHOLIC RELATIVE,37420414
COLONOSCOPY NORMAL,36312700
RADIOTHERAPY TO HEAD AND NECK,45885619
JEALOUS DELUSION,36918975
COFFIN-LOWRY SYNDROME,1334693
BECKER'S MUSCULAR DYSTROPHY,35306034
SEROUS RETINOPATHY,43010748
MALIGNANT MUSCLE NEOPLASM,36517071
CORONARY BYPASS STENOSIS,788443
MATERNAL CONDITION AFFECTING FOETUS,36818654
GAZE PALSY,35607275
BLEPHARAL PAPILLOMA,35607229
PATIENT ISOLATION,37522225
"DELUSIONAL DISORDER, EROTOMANIC TYPE",36919138
GASTRIC VARICES HAEMORRHAGE,35707850
FOREIGN BODY IN GASTROINTESTINAL TRACT,1198031
CHONDROLYSIS,36517131
CONGENITAL HAND MALFORMATION,35305921
BENIGN CARTILAGE NEOPLASM,43054149
COLORECTAL CARCINOMA STAGE 0,35708431
OVARIAN GERM CELL ENDODERMAL SINUS TUMOUR STAGE I,36617631
PERIORAL DERMATITIS,37383591
SUBGLOTTIC LARYNGITIS,46276764
MINIMAL RESIDUAL DISEASE,1199319
PERITONITIS PNEUMOCOCCAL,35708034
KMT2A GENE MUTATION,43009350
PROMISCUITY,37420463
DELUSION OF REFERENCE,36918970
CONSTRICTED AFFECT,36919039
FALLOPIAN TUBE DISORDER,37119552
HYPOCALCAEMIC SEIZURE,42890457
VASCULAR DISORDER PROPHYLAXIS,1197928
METABOLIC FUNCTION TEST,36314293
ROSS SYNDROME,42889127
NECK LIFT,42894025
PLACENTAL DYSPLASIA,36818789
CORNEAL ABSCESS,35607047
NONALCOHOLIC FATTY LIVER DISEASE,1334848
ACUTE HAEMORRHAGIC LEUKOENCEPHALITIS,36009796
RED BLOOD CELL ANALYSIS ABNORMAL,42889840
NIJMEGEN BREAKAGE SYNDROME,35305900
SKIN GRAFT REJECTION,36009900
ANTIPSYCHOTIC DRUG LEVEL BELOW THERAPEUTIC,36316152
EXPOSURE TO CONTAMINATED AIR,37420388
VAGINAL CANCER STAGE 0,36617662
PRIMARY MEDIASTINAL LARGE B-CELL LYMPHOMA REFRACTORY,35104555
POST TREATMENT LYME DISEASE SYNDROME,1198509
PULMONARY HISTOPLASMOSIS,42622657
PANCREATIC ENZYME REPLACEMENT THERAPY,1200268
KETOSIS-PRONE DIABETES MELLITUS,35532129
ANAL POLYP,35707582
COMPUTERISED TOMOGRAM ABDOMEN ABNORMAL,36312703
PLEURAL MESOTHELIOMA MALIGNANT RECURRENT,36617216
DISSEMINATED VARICELLA ZOSTER VIRUS INFECTION,43010141
GRANULOCYTES ABNORMAL,36313363
INTERVERTEBRAL DISC SPACE NARROWING,36516908
ANEMBRYONIC GESTATION,1199841
TONGUE INJURY,35708742
ORAL MUCOSA HAEMATOMA,45885942
DRUG EFFECTIVE FOR UNAPPROVED INDICATION,1199269
"DELUSIONAL DISORDER, MIXED TYPE",36919141
INFECTIVE THROMBOSIS,36110745
COLORECTAL CANCER STAGE I,35708427
SACRAL PAIN,36570084
PERIPHERAL PRIMITIVE NEUROECTODERMAL BONE TUMOUR,43054175
KARYOTYPE ANALYSIS ABNORMAL,36312137
YELLOW FEVER IMMUNISATION,42890418
MYCOBACTERIUM TEST,42890118
CSWS SYNDROME,1199525
RECTAL POLYP,35707607
HIGH-GRADE B-CELL LYMPHOMA,1200205
FAT TISSUE DECREASED,43053877
ERUPTIVE PSEUDOANGIOMATOSIS,36111024
YERSINIA SEPSIS,43053890
GINGIVAL HYPERTROPHY,35707679
ACQUIRED DYSFIBRINOGENAEMIA,35104155
SEMEN ANALYSIS ABNORMAL,36315819
GASTROENTERITIS ROTAVIRUS,35707924
NON-COMPACTION CARDIOMYOPATHY,1199404
LARYNGEAL OBSTRUCTION,37220004
INTRAUTERINE CONTRACEPTION,1335111
CONGENITAL SKIN DISORDER,35306273
CHILD-PUGH-TURCOTTE SCORE,45885894
FACTOR X INHIBITION,45885940
BRONCHIAL DYSPLASIA,37219786
ATRIAL RUPTURE,35205304
CONGENITAL NEOPLASM,788664
OESOPHAGOGASTROSTOMY,37521074
SPLENIC ARTERY THROMBOSIS,45885669
VITREOUS DETACHMENT,35607334
MYOPIC CHORIORETINAL DEGENERATION,1199975
SYNOVIAL CYST REMOVAL,46276556
CAMPTOCORMIA,42890577
CORNEAL REFLEX DECREASED,36315144
ATRIAL ENLARGEMENT,1198586
CYANOSIS NEONATAL,36818750
TONGUE PRURITUS,42889323
BLOOD COUNT NORMAL,36312853
SPINAL SEGMENTAL DYSFUNCTION,1200212
AIRWAY PATENCY DEVICE INSERTION,1198001
VITAMIN B2 DECREASED,36314351
ABDOMINAL WALL WOUND,788633
AIRWAY BURNS,36211452
RHEUMATOID NEUTROPHILIC DERMATOSIS,42889361
BLOOD PH NORMAL,36314105
EPSTEIN-BARR VIRUS ANTIGEN POSITIVE,36314632
PARASYMPATHETIC NERVE INJURY,45885649
RECTAL INJURY,42889208
FRACTURE INFECTION,1200378
CRYSTAL DEPOSIT INTESTINE,36312827
LIGHT CHAIN ANALYSIS,36313819
ADULT FAILURE TO THRIVE,788755
SHWACHMAN-DIAMOND SYNDROME,35104118
CERVIX CARCINOMA STAGE 0,36617567
TYPE IV HYPERLIPIDAEMIA,35305822
ENTEROVIRUS MYOCARDITIS,45886104
CORNELIA DE LANGE SYNDROME,788396
SUPERINFECTION MYCOBACTERIAL,45886037
RED BLOOD CELL SEDIMENTATION RATE,36313150
PATERNAL EXPOSURE BEFORE PREGNANCY,1198751
CHEMICAL CYSTITIS,36211140
WRONG DRUG,1200701
PRECEREBRAL ARTERY THROMBOSIS,45885805
MYOCARDIAL DEPRESSION,35205328
CONGENITAL SPINAL STENOSIS,788262
SERUM SEROTONIN,1198618
ROTAVIRUS INFECTION,36111005
ORAL MUCOSAL EXFOLIATION,35708624
FEVER NEONATAL,35809049
PSYCHOGENIC MOVEMENT DISORDER,42890383
THROMBOSED VARICOSE VEIN,37622543
VIRAL SKIN INFECTION,36111053
INCORRECT DRUG DOSAGE FORM ADMINISTERED,36211468
CURETTING OF CHALAZION,37520872
BETA GLOBULIN,36315464
SINONASAL OBSTRUCTION,1198121
INTERRUPTION OF AORTIC ARCH,35305411
UROLOGICAL EXAMINATION,36315372
INCISION SITE ULCER,43053929
VESSEL PUNCTURE SITE ANAESTHESIA,35808777
PERFORMANCE ENHANCING PRODUCT USE,1200156
THERAPEUTIC PRODUCT EFFECT DECREASED,1335226
URETHRITIS CHLAMYDIAL,36110305
OESOPHAGEAL PROSTHESIS INSERTION,1199778
FIBROBLAST GROWTH FACTOR 23,42889742
DIVERTICULUM GASTRIC,35707693
CHOROIDAL RUPTURE,35607327
DRUG TOLERANCE INCREASED,35809333
HORMONE RECEPTOR POSITIVE HER2 NEGATIVE BREAST CANCER,35327120
ATHEROEMBOLISM,1198832
17-HYDROXYPROGESTERONE INCREASED,36312140
TOOTH RESORPTION,35707654
HEPATITIS B ANTIGEN,36314673
EUGLYCAEMIC DIABETIC KETOACIDOSIS,1198299
ACETONAEMIC VOMITING,35708196
ERYTHEMATOTELANGIECTATIC ROSACEA,46276578
SLOW SPEECH,42890469
DUODENO-JEJUNAL BYPASS SLEEVE THERAPY,788108
AUTOIMMUNE ANAEMIA,1198599
JOINT FLUID DRAINAGE,37520645
DUODENAL ULCER REPAIR,42890667
SINUS ANTROSTOMY,37521312
NOREPINEPHRINE DECREASED,36312223
SCAN ABNORMAL,36313928
REMOVAL OF INTERNAL FIXATION,37520617
LIP AND/OR ORAL CAVITY CANCER STAGE 0,35708478
TEAR BREAK UP TIME DECREASED,43562787
CONGENITAL HYPOPARATHYROIDISM,35305558
PSEUDOPOLYP,35809187
WADA TEST,42890531
ENDOMETRIAL SARCOMA METASTATIC,36617584
SARCOMATOID CARCINOMA OF THE LUNG,1199911
COLD EXPOSURE INJURY,36211422
FOETAL EXPOSURE DURING DELIVERY,42889635
ULTRASOUND ANTENATAL SCREEN ABNORMAL,36312629
ORF,36110964
LIPOINJECTION,42890394
CONTRAINDICATED PRODUCT ADMINISTERED,788653
TRISOMY 8,35305463
HYPOGLYCAEMIA UNAWARENESS,35506638
THYROGLOBULIN,36312467
BLOOD 25-HYDROXYCHOLECALCIFEROL DECREASED,36314317
EX VIVO GENE THERAPY,37522015
LARON SYNDROME,45886077
GINGIVAL ULCERATION,35707683
EAR CANAL INJURY,35406332
GLUTAMATE DEHYDROGENASE INCREASED,36312584
ENDOCRINE TEST ABNORMAL,36312232
JOINT DEBRIDEMENT,46276754
ALPHA TUMOUR NECROSIS FACTOR,36313747
UVEAL MELANOMA,1200161
URTICARIA CONTACT,36009787
BLOOD GONADOTROPHIN,36312313
HAEMOPHILIA CARRIER,35305451
BIOPSY TONGUE,36312824
ENDOBRONCHIAL ULTRASOUND,42890288
HYPERGLYCAEMIC HYPEROSMOLAR NONKETOTIC SYNDROME,35506522
LIP COSMETIC PROCEDURE,1198520
INJECTION SITE RECALL REACTION,35809015
BELL'S PALSY,36774640
MALIGNANT TRANSFORMATION,36617296
SCAN BONE MARROW,36312911
OVARIAN GERM CELL TERATOMA BENIGN,36617541
PYELITIS,36149066
TRICHURIASIS,35707980
PACHYGYRIA,35306092
