indication,indication_concept_id,indication_clean,cancer_flag
RESPIRATORY ALKALOSIS,36416503,RESPIRATORY ALKALOSIS,FALSE
PERITONEAL CYST,35708656,PERITONEAL CYST,FALSE
LDL/HDL RATIO INCREASED,36314000,LDL/HDL RATIO INCREASED,FALSE
DOUBLE HIT LYMPHOMA,1200079,DOUBLE HIT LYMPHOMA,TRUE
POST EMBOLISATION SYNDROME,35809186,POST EMBOLISATION SYNDROME,FALSE
MICROSATELLITE INSTABILITY CANCER,1199763,MICROSATELLITE INSTABILITY CANCER,TRUE
ERYTHROID MATURATION ARREST,35104108,ERYTHROID MATURATION ARREST,FALSE
GLUTATHIONE SYNTHETASE DEFICIENCY,1200393,GLUTATHIONE SYNTHETASE DEFICIENCY,FALSE
MOUTH CYST,35707615,MOUTH CYST,FALSE
EAR CANAL ERYTHEMA,35406305,EAR CANAL ERYTHEMA,FALSE
BRONCHITIS FUNGAL,36110364,BRONCHITIS FUNGAL,FALSE
VASCULAR INJURY,36211208,VASCULAR INJURY,FALSE
URAEMIC GASTROPATHY,35707787,URAEMIC GASTROPATHY,FALSE
IDH DIFFERENTIATION SYNDROME,1199571,IDH DIFFERENTIATION SYNDROME,FALSE
BEZOLD-JARISCH REFLEX,46276769,BEZOLD-JARISCH REFLEX,FALSE
NERVE ROOT INJURY LUMBAR,36211276,NERVE ROOT INJURY LUMBAR,FALSE
ANTI-COMPLEMENT ANTIBODY,42889837,ANTI-COMPLEMENT ANTIBODY,FALSE
OROPHARYNGEAL LYMPHOEPITHELIOMA,43053831,OROPHARYNGEAL LYMPHOEPITHELIOMA,FALSE
MUSCLE RELAXANT DRUG LEVEL,36316196,MUSCLE RELAXANT DRUG LEVEL,FALSE
MALIGNANT NEOPLASM OF PLACENTA,36617597,MALIGNANT NEOPLASM OF PLACENTA,TRUE
PULMONARY MUCORMYCOSIS,788950,PULMONARY MUCORMYCOSIS,FALSE
PLASMA CELL MYELOMA REFRACTORY,1334619,PLASMA CELL MYELOMA REFRACTORY,TRUE
"BLOOD 1,25-DIHYDROXYCHOLECALCIFEROL DECREASED",36314314,"BLOOD 1,25-DIHYDROXYCHOLECALCIFEROL DECREASED",FALSE
CHROMOSOME BANDING ABNORMAL,36312124,CHROMOSOME BANDING ABNORMAL,FALSE
ANTERIOR CHAMBER CLEAVAGE SYNDROME,35305577,ANTERIOR CHAMBER CLEAVAGE SYNDROME,FALSE
NEUROLOGICAL EXAMINATION ABNORMAL,36315324,NEUROLOGICAL EXAMINATION ABNORMAL,FALSE
ESCHAROTOMY,37521867,ESCHAROTOMY,FALSE
PHYSICAL DECONDITIONING,35842689,PHYSICAL DECONDITIONING,FALSE
VASCULAR GRAFT STENOSIS,788241,VASCULAR GRAFT STENOSIS,FALSE
ERYTHROKERATODERMIA VARIABILIS,35306279,ERYTHROKERATODERMIA VARIABILIS,FALSE
POST PROCEDURAL HYPOPARATHYROIDISM,1200444,POST PROCEDURAL HYPOPARATHYROIDISM,FALSE
MESENTERIC TRACTION SYNDROME,42889586,MESENTERIC TRACTION SYNDROME,FALSE
BLADDER CYST,36617443,BLADDER CYST,FALSE
PLATELET ADHESIVENESS ABNORMAL,36313165,PLATELET ADHESIVENESS ABNORMAL,FALSE
FOOD AVERSION,36919016,FOOD AVERSION,FALSE
OESOPHAGITIS CHEMICAL,35708084,OESOPHAGITIS CHEMICAL,FALSE
CYTOMEGALOVIRUS MYOCARDITIS,35205290,CYTOMEGALOVIRUS MYOCARDITIS,FALSE
SKIN LESION REMOVAL,1200243,SKIN LESION REMOVAL,FALSE
MECONIUM PLUG SYNDROME,35708224,MECONIUM PLUG SYNDROME,FALSE
LIVER FUNCTION TEST DECREASED,788388,LIVER FUNCTION TEST DECREASED,FALSE
ISCHAEMIC SKIN ULCER,789124,ISCHAEMIC SKIN ULCER,FALSE
BLOOD GONADOTROPHIN RELEASING HORMONE,43053948,BLOOD GONADOTROPHIN RELEASING HORMONE,FALSE
OLIGOASTHENOTERATOZOOSPERMIA,1199495,OLIGOASTHENOTERATOZOOSPERMIA,FALSE
INFECTIVE TENOSYNOVITIS,36110622,INFECTIVE TENOSYNOVITIS,FALSE
EXPOSURE VIA TRANSPLANT,1199652,EXPOSURE VIA TRANSPLANT,FALSE
BURNS FOURTH DEGREE,36211456,BURNS FOURTH DEGREE,FALSE
BASILAR ARTERY ANEURYSM,788354,BASILAR ARTERY ANEURYSM,FALSE
SUBDURAL HAEMATOMA EVACUATION,37521516,SUBDURAL HAEMATOMA EVACUATION,FALSE
INJECTION SITE HYPERSENSITIVITY,35808982,INJECTION SITE HYPERSENSITIVITY,FALSE
MUIR-TORRE SYNDROME,35305694,MUIR-TORRE SYNDROME,FALSE
VITAMIN K INCREASED,36314372,VITAMIN K INCREASED,FALSE
DELUSION OF PARASITOSIS,36979107,DELUSION OF PARASITOSIS,FALSE
GESTATIONAL AGE TEST,42889792,GESTATIONAL AGE TEST,FALSE
OCCUPATIONAL EXPOSURE TO AIR CONTAMINANTS,37420396,OCCUPATIONAL EXPOSURE TO AIR CONTAMINANTS,FALSE
URAEMIC ACIDOSIS,36416489,URAEMIC ACIDOSIS,FALSE
PENIS INJURY,36211359,PENIS INJURY,FALSE
EGFR GENE OVEREXPRESSION,42889422,EGFR GENE OVEREXPRESSION,FALSE
BLOOD CHROMOGRANIN A INCREASED,36315482,BLOOD CHROMOGRANIN A INCREASED,FALSE
PERIPHERAL PARALYSIS,36718240,PERIPHERAL PARALYSIS,FALSE
H3N2 INFLUENZA,1200168,H3N2 INFLUENZA,FALSE
COVID-19,43010812,COVID-19,FALSE
NEUROMUSCULAR TOXICITY,36211180,NEUROMUSCULAR TOXICITY,FALSE
SMALL INTESTINE POLYP,43053795,SMALL INTESTINE POLYP,FALSE
TYPE 1 LEPRA REACTION,42889341,TYPE 1 LEPRA REACTION,FALSE
OEDEMATOUS KIDNEY,43054034,OEDEMATOUS KIDNEY,FALSE
TONGUE MOVEMENT DISTURBANCE,35741941,TONGUE MOVEMENT DISTURBANCE,FALSE
GASTROPARESIS POSTOPERATIVE,35708107,GASTROPARESIS POSTOPERATIVE,FALSE
CARCINOID TUMOUR OF THE LIVER,1200711,CARCINOID TUMOUR OF THE LIVER,TRUE
SELF-DESTRUCTIVE BEHAVIOUR,35327864,SELF-DESTRUCTIVE BEHAVIOUR,FALSE
ALCOHOLIC RELATIVE,37420414,ALCOHOLIC RELATIVE,FALSE
COLONOSCOPY NORMAL,36312700,COLONOSCOPY NORMAL,FALSE
RADIOTHERAPY TO HEAD AND NECK,45885619,RADIOTHERAPY TO HEAD AND NECK,FALSE
JEALOUS DELUSION,36918975,JEALOUS DELUSION,FALSE
COFFIN-LOWRY SYNDROME,1334693,COFFIN-LOWRY SYNDROME,FALSE
BECKER'S MUSCULAR DYSTROPHY,35306034,BECKER'S MUSCULAR DYSTROPHY,FALSE
SEROUS RETINOPATHY,43010748,SEROUS RETINOPATHY,FALSE
MALIGNANT MUSCLE NEOPLASM,36517071,MALIGNANT MUSCLE NEOPLASM,TRUE
CORONARY BYPASS STENOSIS,788443,CORONARY BYPASS STENOSIS,FALSE
MATERNAL CONDITION AFFECTING FOETUS,36818654,MATERNAL CONDITION AFFECTING FOETUS,FALSE
GAZE PALSY,35607275,GAZE PALSY,FALSE
BLEPHARAL PAPILLOMA,35607229,BLEPHARAL PAPILLOMA,TRUE
PATIENT ISOLATION,37522225,PATIENT ISOLATION,FALSE
"DELUSIONAL DISORDER, EROTOMANIC TYPE",36919138,"DELUSIONAL DISORDER, EROTOMANIC TYPE",FALSE
GASTRIC VARICES HAEMORRHAGE,35707850,GASTRIC VARICES HAEMORRHAGE,FALSE
FOREIGN BODY IN GASTROINTESTINAL TRACT,1198031,FOREIGN BODY IN GASTROINTESTINAL TRACT,FALSE
CHONDROLYSIS,36517131,CHONDROLYSIS,FALSE
CONGENITAL HAND MALFORMATION,35305921,CONGENITAL HAND MALFORMATION,FALSE
BENIGN CARTILAGE NEOPLASM,43054149,BENIGN CARTILAGE NEOPLASM,TRUE
COLORECTAL CARCINOMA STAGE 0,35708431,COLORECTAL CARCINOMA STAGE 0,TRUE
OVARIAN GERM CELL ENDODERMAL SINUS TUMOUR STAGE I,36617631,OVARIAN GERM CELL ENDODERMAL SINUS TUMOUR STAGE I,TRUE
PERIORAL DERMATITIS,37383591,PERIORAL DERMATITIS,FALSE
SUBGLOTTIC LARYNGITIS,46276764,SUBGLOTTIC LARYNGITIS,FALSE
MINIMAL RESIDUAL DISEASE,1199319,MINIMAL RESIDUAL DISEASE,FALSE
PERITONITIS PNEUMOCOCCAL,35708034,PERITONITIS PNEUMOCOCCAL,FALSE
KMT2A GENE MUTATION,43009350,KMT2A GENE MUTATION,FALSE
PROMISCUITY,37420463,PROMISCUITY,FALSE
DELUSION OF REFERENCE,36918970,DELUSION OF REFERENCE,FALSE
CONSTRICTED AFFECT,36919039,CONSTRICTED AFFECT,FALSE
FALLOPIAN TUBE DISORDER,37119552,FALLOPIAN TUBE DISORDER,FALSE
HYPOCALCAEMIC SEIZURE,42890457,HYPOCALCAEMIC SEIZURE,FALSE
VASCULAR DISORDER PROPHYLAXIS,1197928,VASCULAR DISORDER PROPHYLAXIS,FALSE
METABOLIC FUNCTION TEST,36314293,METABOLIC FUNCTION TEST,FALSE
ROSS SYNDROME,42889127,ROSS SYNDROME,FALSE
NECK LIFT,42894025,NECK LIFT,FALSE
PLACENTAL DYSPLASIA,36818789,PLACENTAL DYSPLASIA,FALSE
CORNEAL ABSCESS,35607047,CORNEAL ABSCESS,FALSE
NONALCOHOLIC FATTY LIVER DISEASE,1334848,NONALCOHOLIC FATTY LIVER DISEASE,FALSE
ACUTE HAEMORRHAGIC LEUKOENCEPHALITIS,36009796,ACUTE HAEMORRHAGIC LEUKOENCEPHALITIS,FALSE
RED BLOOD CELL ANALYSIS ABNORMAL,42889840,RED BLOOD CELL ANALYSIS ABNORMAL,FALSE
NIJMEGEN BREAKAGE SYNDROME,35305900,NIJMEGEN BREAKAGE SYNDROME,FALSE
SKIN GRAFT REJECTION,36009900,SKIN GRAFT REJECTION,FALSE
ANTIPSYCHOTIC DRUG LEVEL BELOW THERAPEUTIC,36316152,ANTIPSYCHOTIC DRUG LEVEL BELOW THERAPEUTIC,FALSE
EXPOSURE TO CONTAMINATED AIR,37420388,EXPOSURE TO CONTAMINATED AIR,FALSE
VAGINAL CANCER STAGE 0,36617662,VAGINAL CANCER STAGE 0,TRUE
PRIMARY MEDIASTINAL LARGE B-CELL LYMPHOMA REFRACTORY,35104555,PRIMARY MEDIASTINAL LARGE B-CELL LYMPHOMA REFRACTORY,TRUE
POST TREATMENT LYME DISEASE SYNDROME,1198509,POST TREATMENT LYME DISEASE SYNDROME,FALSE
PULMONARY HISTOPLASMOSIS,42622657,PULMONARY HISTOPLASMOSIS,FALSE
PANCREATIC ENZYME REPLACEMENT THERAPY,1200268,PANCREATIC ENZYME REPLACEMENT THERAPY,FALSE
KETOSIS-PRONE DIABETES MELLITUS,35532129,KETOSIS-PRONE DIABETES MELLITUS,FALSE
ANAL POLYP,35707582,ANAL POLYP,FALSE
COMPUTERISED TOMOGRAM ABDOMEN ABNORMAL,36312703,COMPUTERISED TOMOGRAM ABDOMEN ABNORMAL,FALSE
PLEURAL MESOTHELIOMA MALIGNANT RECURRENT,36617216,PLEURAL MESOTHELIOMA MALIGNANT RECURRENT,TRUE
DISSEMINATED VARICELLA ZOSTER VIRUS INFECTION,43010141,DISSEMINATED VARICELLA ZOSTER VIRUS INFECTION,FALSE
GRANULOCYTES ABNORMAL,36313363,GRANULOCYTES ABNORMAL,FALSE
INTERVERTEBRAL DISC SPACE NARROWING,36516908,INTERVERTEBRAL DISC SPACE NARROWING,FALSE
ANEMBRYONIC GESTATION,1199841,ANEMBRYONIC GESTATION,FALSE
TONGUE INJURY,35708742,TONGUE INJURY,FALSE
ORAL MUCOSA HAEMATOMA,45885942,ORAL MUCOSA HAEMATOMA,FALSE
DRUG EFFECTIVE FOR UNAPPROVED INDICATION,1199269,DRUG EFFECTIVE FOR UNAPPROVED INDICATION,FALSE
"DELUSIONAL DISORDER, MIXED TYPE",36919141,"DELUSIONAL DISORDER, MIXED TYPE",FALSE
INFECTIVE THROMBOSIS,36110745,INFECTIVE THROMBOSIS,FALSE
COLORECTAL CANCER STAGE I,35708427,COLORECTAL CANCER STAGE I,TRUE
SACRAL PAIN,36570084,SACRAL PAIN,FALSE
PERIPHERAL PRIMITIVE NEUROECTODERMAL BONE TUMOUR,43054175,PERIPHERAL PRIMITIVE NEUROECTODERMAL BONE TUMOUR,TRUE
KARYOTYPE ANALYSIS ABNORMAL,36312137,KARYOTYPE ANALYSIS ABNORMAL,FALSE
YELLOW FEVER IMMUNISATION,42890418,YELLOW FEVER IMMUNISATION,FALSE
MYCOBACTERIUM TEST,42890118,MYCOBACTERIUM TEST,FALSE
CSWS SYNDROME,1199525,CSWS SYNDROME,FALSE
RECTAL POLYP,35707607,RECTAL POLYP,FALSE
HIGH-GRADE B-CELL LYMPHOMA,1200205,HIGH-GRADE B-CELL LYMPHOMA,TRUE
FAT TISSUE DECREASED,43053877,FAT TISSUE DECREASED,FALSE
ERUPTIVE PSEUDOANGIOMATOSIS,36111024,ERUPTIVE PSEUDOANGIOMATOSIS,FALSE
YERSINIA SEPSIS,43053890,YERSINIA SEPSIS,FALSE
GINGIVAL HYPERTROPHY,35707679,GINGIVAL HYPERTROPHY,FALSE
ACQUIRED DYSFIBRINOGENAEMIA,35104155,ACQUIRED DYSFIBRINOGENAEMIA,FALSE
SEMEN ANALYSIS ABNORMAL,36315819,SEMEN ANALYSIS ABNORMAL,FALSE
GASTROENTERITIS ROTAVIRUS,35707924,GASTROENTERITIS ROTAVIRUS,FALSE
NON-COMPACTION CARDIOMYOPATHY,1199404,NON-COMPACTION CARDIOMYOPATHY,FALSE
LARYNGEAL OBSTRUCTION,37220004,LARYNGEAL OBSTRUCTION,FALSE
INTRAUTERINE CONTRACEPTION,1335111,INTRAUTERINE CONTRACEPTION,FALSE
CONGENITAL SKIN DISORDER,35306273,CONGENITAL SKIN DISORDER,FALSE
CHILD-PUGH-TURCOTTE SCORE,45885894,CHILD-PUGH-TURCOTTE SCORE,FALSE
FACTOR X INHIBITION,45885940,FACTOR X INHIBITION,FALSE
BRONCHIAL DYSPLASIA,37219786,BRONCHIAL DYSPLASIA,FALSE
ATRIAL RUPTURE,35205304,ATRIAL RUPTURE,FALSE
CONGENITAL NEOPLASM,788664,CONGENITAL NEOPLASM,TRUE
OESOPHAGOGASTROSTOMY,37521074,OESOPHAGOGASTROSTOMY,FALSE
SPLENIC ARTERY THROMBOSIS,45885669,SPLENIC ARTERY THROMBOSIS,FALSE
VITREOUS DETACHMENT,35607334,VITREOUS DETACHMENT,FALSE
MYOPIC CHORIORETINAL DEGENERATION,1199975,MYOPIC CHORIORETINAL DEGENERATION,FALSE
SYNOVIAL CYST REMOVAL,46276556,SYNOVIAL CYST REMOVAL,FALSE
CAMPTOCORMIA,42890577,CAMPTOCORMIA,FALSE
CORNEAL REFLEX DECREASED,36315144,CORNEAL REFLEX DECREASED,FALSE
ATRIAL ENLARGEMENT,1198586,ATRIAL ENLARGEMENT,FALSE
CYANOSIS NEONATAL,36818750,CYANOSIS NEONATAL,FALSE
TONGUE PRURITUS,42889323,TONGUE PRURITUS,FALSE
BLOOD COUNT NORMAL,36312853,BLOOD COUNT NORMAL,FALSE
SPINAL SEGMENTAL DYSFUNCTION,1200212,SPINAL SEGMENTAL DYSFUNCTION,FALSE
AIRWAY PATENCY DEVICE INSERTION,1198001,AIRWAY PATENCY DEVICE INSERTION,FALSE
VITAMIN B2 DECREASED,36314351,VITAMIN B2 DECREASED,FALSE
ABDOMINAL WALL WOUND,788633,ABDOMINAL WALL WOUND,FALSE
AIRWAY BURNS,36211452,AIRWAY BURNS,FALSE
RHEUMATOID NEUTROPHILIC DERMATOSIS,42889361,RHEUMATOID NEUTROPHILIC DERMATOSIS,FALSE
BLOOD PH NORMAL,36314105,BLOOD PH NORMAL,FALSE
EPSTEIN-BARR VIRUS ANTIGEN POSITIVE,36314632,EPSTEIN-BARR VIRUS ANTIGEN POSITIVE,FALSE
PARASYMPATHETIC NERVE INJURY,45885649,PARASYMPATHETIC NERVE INJURY,FALSE
RECTAL INJURY,42889208,RECTAL INJURY,FALSE
FRACTURE INFECTION,1200378,FRACTURE INFECTION,FALSE
CRYSTAL DEPOSIT INTESTINE,36312827,CRYSTAL DEPOSIT INTESTINE,FALSE
LIGHT CHAIN ANALYSIS,36313819,LIGHT CHAIN ANALYSIS,FALSE
ADULT FAILURE TO THRIVE,788755,ADULT FAILURE TO THRIVE,FALSE
SHWACHMAN-DIAMOND SYNDROME,35104118,SHWACHMAN-DIAMOND SYNDROME,FALSE
CERVIX CARCINOMA STAGE 0,36617567,CERVIX CARCINOMA STAGE 0,TRUE
TYPE IV HYPERLIPIDAEMIA,35305822,TYPE IV HYPERLIPIDAEMIA,FALSE
ENTEROVIRUS MYOCARDITIS,45886104,ENTEROVIRUS MYOCARDITIS,FALSE
CORNELIA DE LANGE SYNDROME,788396,CORNELIA DE LANGE SYNDROME,FALSE
SUPERINFECTION MYCOBACTERIAL,45886037,SUPERINFECTION MYCOBACTERIAL,FALSE
RED BLOOD CELL SEDIMENTATION RATE,36313150,RED BLOOD CELL SEDIMENTATION RATE,FALSE
PATERNAL EXPOSURE BEFORE PREGNANCY,1198751,PATERNAL EXPOSURE BEFORE PREGNANCY,FALSE
CHEMICAL CYSTITIS,36211140,CHEMICAL CYSTITIS,FALSE
WRONG DRUG,1200701,WRONG DRUG,FALSE
PRECEREBRAL ARTERY THROMBOSIS,45885805,PRECEREBRAL ARTERY THROMBOSIS,FALSE
MYOCARDIAL DEPRESSION,35205328,MYOCARDIAL DEPRESSION,FALSE
CONGENITAL SPINAL STENOSIS,788262,CONGENITAL SPINAL STENOSIS,FALSE
SERUM SEROTONIN,1198618,SERUM SEROTONIN,FALSE
ROTAVIRUS INFECTION,36111005,ROTAVIRUS INFECTION,FALSE
ORAL MUCOSAL EXFOLIATION,35708624,ORAL MUCOSAL EXFOLIATION,FALSE
FEVER NEONATAL,35809049,FEVER NEONATAL,FALSE
PSYCHOGENIC MOVEMENT DISORDER,42890383,PSYCHOGENIC MOVEMENT DISORDER,FALSE
THROMBOSED VARICOSE VEIN,37622543,THROMBOSED VARICOSE VEIN,FALSE
VIRAL SKIN INFECTION,36111053,VIRAL SKIN INFECTION,FALSE
INCORRECT DRUG DOSAGE FORM ADMINISTERED,36211468,INCORRECT DRUG DOSAGE FORM ADMINISTERED,FALSE
CURETTING OF CHALAZION,37520872,CURETTING OF CHALAZION,FALSE
BETA GLOBULIN,36315464,BETA GLOBULIN,FALSE
SINONASAL OBSTRUCTION,1198121,SINONASAL OBSTRUCTION,FALSE
INTERRUPTION OF AORTIC ARCH,35305411,INTERRUPTION OF AORTIC ARCH,FALSE
UROLOGICAL EXAMINATION,36315372,UROLOGICAL EXAMINATION,FALSE
INCISION SITE ULCER,43053929,INCISION SITE ULCER,FALSE
VESSEL PUNCTURE SITE ANAESTHESIA,35808777,VESSEL PUNCTURE SITE ANAESTHESIA,FALSE
PERFORMANCE ENHANCING PRODUCT USE,1200156,PERFORMANCE ENHANCING PRODUCT USE,FALSE
THERAPEUTIC PRODUCT EFFECT DECREASED,1335226,THERAPEUTIC PRODUCT EFFECT DECREASED,FALSE
URETHRITIS CHLAMYDIAL,36110305,URETHRITIS CHLAMYDIAL,FALSE
OESOPHAGEAL PROSTHESIS INSERTION,1199778,OESOPHAGEAL PROSTHESIS INSERTION,FALSE
FIBROBLAST GROWTH FACTOR 23,42889742,FIBROBLAST GROWTH FACTOR 23,FALSE
DIVERTICULUM GASTRIC,35707693,DIVERTICULUM GASTRIC,FALSE
CHOROIDAL RUPTURE,35607327,CHOROIDAL RUPTURE,FALSE
DRUG TOLERANCE INCREASED,35809333,DRUG TOLERANCE INCREASED,FALSE
HORMONE RECEPTOR POSITIVE HER2 NEGATIVE BREAST CANCER,35327120,HORMONE RECEPTOR POSITIVE HER2 NEGATIVE BREAST CANCER,TRUE
ATHEROEMBOLISM,1198832,ATHEROEMBOLISM,FALSE
17-HYDROXYPROGESTERONE INCREASED,36312140,17-HYDROXYPROGESTERONE INCREASED,FALSE
TOOTH RESORPTION,35707654,TOOTH RESORPTION,FALSE
HEPATITIS B ANTIGEN,36314673,HEPATITIS B ANTIGEN,FALSE
EUGLYCAEMIC DIABETIC KETOACIDOSIS,1198299,EUGLYCAEMIC DIABETIC KETOACIDOSIS,FALSE
ACETONAEMIC VOMITING,35708196,ACETONAEMIC VOMITING,FALSE
ERYTHEMATOTELANGIECTATIC ROSACEA,46276578,ERYTHEMATOTELANGIECTATIC ROSACEA,FALSE
SLOW SPEECH,42890469,SLOW SPEECH,FALSE
DUODENO-JEJUNAL BYPASS SLEEVE THERAPY,788108,DUODENO-JEJUNAL BYPASS SLEEVE THERAPY,FALSE
AUTOIMMUNE ANAEMIA,1198599,AUTOIMMUNE ANAEMIA,FALSE
JOINT FLUID DRAINAGE,37520645,JOINT FLUID DRAINAGE,FALSE
DUODENAL ULCER REPAIR,42890667,DUODENAL ULCER REPAIR,FALSE
SINUS ANTROSTOMY,37521312,SINUS ANTROSTOMY,FALSE
NOREPINEPHRINE DECREASED,36312223,NOREPINEPHRINE DECREASED,FALSE
SCAN ABNORMAL,36313928,SCAN ABNORMAL,FALSE
REMOVAL OF INTERNAL FIXATION,37520617,REMOVAL OF INTERNAL FIXATION,FALSE
LIP AND/OR ORAL CAVITY CANCER STAGE 0,35708478,LIP AND/OR ORAL CAVITY CANCER STAGE 0,TRUE
TEAR BREAK UP TIME DECREASED,43562787,TEAR BREAK UP TIME DECREASED,FALSE
CONGENITAL HYPOPARATHYROIDISM,35305558,CONGENITAL HYPOPARATHYROIDISM,FALSE
PSEUDOPOLYP,35809187,PSEUDOPOLYP,FALSE
WADA TEST,42890531,WADA TEST,FALSE
ENDOMETRIAL SARCOMA METASTATIC,36617584,ENDOMETRIAL SARCOMA METASTATIC,TRUE
SARCOMATOID CARCINOMA OF THE LUNG,1199911,SARCOMATOID CARCINOMA OF THE LUNG,TRUE
COLD EXPOSURE INJURY,36211422,COLD EXPOSURE INJURY,FALSE
FOETAL EXPOSURE DURING DELIVERY,42889635,FOETAL EXPOSURE DURING DELIVERY,FALSE
ULTRASOUND ANTENATAL SCREEN ABNORMAL,36312629,ULTRASOUND ANTENATAL SCREEN ABNORMAL,FALSE
ORF,36110964,ORF,FALSE
LIPOINJECTION,42890394,LIPOINJECTION,FALSE
CONTRAINDICATED PRODUCT ADMINISTERED,788653,CONTRAINDICATED PRODUCT ADMINISTERED,FALSE
TRISOMY 8,35305463,TRISOMY 8,FALSE
HYPOGLYCAEMIA UNAWARENESS,35506638,HYPOGLYCAEMIA UNAWARENESS,FALSE
THYROGLOBULIN,36312467,THYROGLOBULIN,FALSE
BLOOD 25-HYDROXYCHOLECALCIFEROL DECREASED,36314317,BLOOD 25-HYDROXYCHOLECALCIFEROL DECREASED,FALSE
EX VIVO GENE THERAPY,37522015,EX VIVO GENE THERAPY,FALSE
LARON SYNDROME,45886077,LARON SYNDROME,FALSE
GINGIVAL ULCERATION,35707683,GINGIVAL ULCERATION,FALSE
EAR CANAL INJURY,35406332,EAR CANAL INJURY,FALSE
GLUTAMATE DEHYDROGENASE INCREASED,36312584,GLUTAMATE DEHYDROGENASE INCREASED,FALSE
ENDOCRINE TEST ABNORMAL,36312232,ENDOCRINE TEST ABNORMAL,FALSE
JOINT DEBRIDEMENT,46276754,JOINT DEBRIDEMENT,FALSE
ALPHA TUMOUR NECROSIS FACTOR,36313747,ALPHA TUMOUR NECROSIS FACTOR,TRUE
UVEAL MELANOMA,1200161,UVEAL MELANOMA,TRUE
URTICARIA CONTACT,36009787,URTICARIA CONTACT,FALSE
BLOOD GONADOTROPHIN,36312313,BLOOD GONADOTROPHIN,FALSE
HAEMOPHILIA CARRIER,35305451,HAEMOPHILIA CARRIER,FALSE
BIOPSY TONGUE,36312824,BIOPSY TONGUE,FALSE
ENDOBRONCHIAL ULTRASOUND,42890288,ENDOBRONCHIAL ULTRASOUND,FALSE
HYPERGLYCAEMIC HYPEROSMOLAR NONKETOTIC SYNDROME,35506522,HYPERGLYCAEMIC HYPEROSMOLAR NONKETOTIC SYNDROME,FALSE
LIP COSMETIC PROCEDURE,1198520,LIP COSMETIC PROCEDURE,FALSE
INJECTION SITE RECALL REACTION,35809015,INJECTION SITE RECALL REACTION,FALSE
BELL'S PALSY,36774640,BELL'S PALSY,FALSE
MALIGNANT TRANSFORMATION,36617296,MALIGNANT TRANSFORMATION,TRUE
SCAN BONE MARROW,36312911,SCAN BONE MARROW,FALSE
OVARIAN GERM CELL TERATOMA BENIGN,36617541,OVARIAN GERM CELL TERATOMA BENIGN,TRUE
PYELITIS,36149066,PYELITIS,FALSE
TRICHURIASIS,35707980,TRICHURIASIS,FALSE
PACHYGYRIA,35306092,PACHYGYRIA,FALSE
CSF VOLUME INCREASED,42890486,CSF VOLUME INCREASED,FALSE
BACTERIURIA IN PREGNANCY,36110020,BACTERIURIA IN PREGNANCY,FALSE
TRACHEAL FISTULA REPAIR,37521848,TRACHEAL FISTULA REPAIR,FALSE
TUMOUR OF AMPULLA OF VATER,43562845,TUMOUR OF AMPULLA OF VATER,TRUE
FLUID BALANCE POSITIVE,45885552,FLUID BALANCE POSITIVE,FALSE
RESPIRATORY RATE INCREASED,36315364,RESPIRATORY RATE INCREASED,FALSE
KIDNEY DUPLEX,35306160,KIDNEY DUPLEX,FALSE
EXOMPHALOS,35305671,EXOMPHALOS,FALSE
REFRACTORINESS TO PLATELET TRANSFUSION,36009868,REFRACTORINESS TO PLATELET TRANSFUSION,FALSE
MORBIHAN DISEASE,43562807,MORBIHAN DISEASE,FALSE
URINARY SEDIMENT PRESENT,36315692,URINARY SEDIMENT PRESENT,FALSE
OIL ACNE,37320267,OIL ACNE,FALSE
BURKITT'S LYMPHOMA STAGE I,35104486,BURKITT'S LYMPHOMA STAGE I,TRUE
CEREBROVASCULAR ARTERIOVENOUS MALFORMATION,35305416,CEREBROVASCULAR ARTERIOVENOUS MALFORMATION,FALSE
HER2 NEGATIVE BREAST CANCER,43010103,HER2 NEGATIVE BREAST CANCER,TRUE
INFECTIVE CORNEAL ULCER,45886046,INFECTIVE CORNEAL ULCER,FALSE
DOPA-RESPONSIVE DYSTONIA,1200353,DOPA-RESPONSIVE DYSTONIA,FALSE
FEBRILE INFECTION-RELATED EPILEPSY SYNDROME,1198646,FEBRILE INFECTION-RELATED EPILEPSY SYNDROME,FALSE
ARM AMPUTATION,37520673,ARM AMPUTATION,FALSE
STOMA SITE HYPERGRANULATION,45887281,STOMA SITE HYPERGRANULATION,FALSE
GOITRE CONGENITAL,35305572,GOITRE CONGENITAL,FALSE
MULTIPLE ENDOCRINE NEOPLASIA TYPE 2,43053728,MULTIPLE ENDOCRINE NEOPLASIA TYPE 2,FALSE
STEATOCYSTOMA MULTIPLEX,35306297,STEATOCYSTOMA MULTIPLEX,FALSE
ECTOPIC POSTERIOR PITUITARY GLAND,788331,ECTOPIC POSTERIOR PITUITARY GLAND,FALSE
SECONDARY ALDOSTERONISM,35506456,SECONDARY ALDOSTERONISM,FALSE
DILATED CARDIOMYOPATHY,35228089,DILATED CARDIOMYOPATHY,FALSE
PARASITE DNA TEST,36314566,PARASITE DNA TEST,FALSE
BLADDER TRABECULATION,37019253,BLADDER TRABECULATION,FALSE
CEREBRAL ARTERIOVENOUS MALFORMATION HAEMORRHAGIC,35305415,CEREBRAL ARTERIOVENOUS MALFORMATION HAEMORRHAGIC,FALSE
